id,title,label,,,,,,,
809,Active noise cancellation a new horizon for better life,Engineering / Electrical Engineering / Applications of Active Noise Control,,,,,,,
810,The effecting of human body on slotted monopole antenna in wearable communications,Engineering / Telecommunication / Human Body Effects on Wearable Antennas,,,,,,,
811,Calculating of Some Exhaust Emission Compounds of Diesel Engine Generators in Sulaimani City Using Energy-Based Approaches.,Engineering / Environmental Engineering / Diesel Generator Emissions in Sulaimani,,,,,,,
812,Broadband Diamond-Patch-Shape Monopole Microstrip Antenna for X-band Applications,Engineering / Electrical Engineering / X-band Microstrip Antenna Design,,,,,,,
813,Design and Analysis of Textile ISM/UWB Antenna for On-Body Communications,Engineering / Electrical Engineering / Textile Antenna for On-Body UWB/ISM Use,,,,,,,
814,Broadband Diamond-Patch-Shape Monopole Microstrip Antenna for X-band Applications,Engineering / Electrical Engineering / Diamond-Patch Antenna Design,,,,,,,
815,ڕۆلى تیكتۆك لهسهر ڕهفتاری كۆمهڵایهتى گهنجان له شاری سلێمانى,Communications & Media / Social Media Studies / TikTok’s Impact on Youth Behavior,,,,,,,
816,بەکارهێنانى شێوازەکانى مۆنتاژ لە بەرهەمهێنانى راپۆرتی تەلەڤزیۆنیدا توێژینەوەیەکى شیکارییە بۆ راپۆرتە هەواڵییەکانى هەردوو کەناڵى (GK) و(KNN),Communications & Media / Digital Media / Montage Techniques in News Reporting,,,,,,,
817,Dual-band millimeter-wave microstrip patch array antenna for 5G smartphones,Engineering / Electrical Engineering / 5G Microstrip Patch Array for Smartphones,,,,,,,
818,"Effect of cultivars, grafting methods and some plant regulators on grafting successful percentage and growth of apple transplants ( Malus domitica Borkh.)",Agriculture & Forestry / Crop Science / Apple Grafting Success under Growth Regulators,,,,,,,
819,Effect cultivars. Some plant growth regulators and full green fertilizers on Budding successful percentage and vegetative growth of apple transplants ( Mallus domistica Borkh.),Agriculture & Forestry / Crop Science / Budding and Growth in Apple Transplants,,,,,,,
820,Factors affecting In vitroPropagation of Apricot Prunus armeniaca L.,Life Sciences / Botany / In Vitro Propagation of Apricot,,,,,,,
821,In vitro PROPAGATION OF APRICOT (Prunus armeniaca L.) ROYAL CULTIVAR AS AFFECTED BY EXPLANT SOURCE AND THEIR TAKING TIME,Life Sciences / Botany / Propagation Effects from Explant Source in Apricot,,,,,,,
822,Non-adherence to Anti-diabetic Prescriptions Among Type 2 Diabetes Mellitus Patients in the Kurdistan Region of Iraq,Health Sciences / Medicine / Non-Adherence to Diabetes Medication,,,,,,,
823,"The Land Snail, Eobania vermiculata, as a Bioindicator of the Heavy Metal Pollution in the Urban Areas of Sulaimani, Iraq",Life Sciences / Zoology / Snails as Heavy Metal Bioindicators in Sulaimani,,,,,,,
824,The role of electronic advertising on Consumer purchasing Behavior: A case of Celebrity ads on Snapchat,Business & Management / Marketing / Snapchat Celebrity Ads and Consumer Behavior,,,,,,,
825,Grouping and Evaluation of Relationships Between Grain-Related Traits in Triticale (X Triticosecale Wittmack) Genotypes Using Statistical Multivariate Methods,Agriculture & Forestry / Crop Science / Triticale Trait Evaluation via Multivariate Stats,,,,,,,
826,Soybean (Glycine max L.) Yield and Yield component under different Planting Time and Foliar Application of Humic Acid,Agriculture & Forestry / Crop Science / Soybean Yield under Planting and Humic Acid,,,,,,,
827,Soybean (Glycine max L.) Yield and Yield component under different Planting Time and Foliar Application of Humic Acid,Agriculture & Forestry / Crop Science / Soybean Growth with Soil-Applied Humic Acid,,,,,,,
828,sahar hussein hamarashid (2022). Comparative study and genetic diversity in Malva using srap molecu-lar markers,Life Sciences / Genetics / Malva Genetic Diversity via SRAP,,,,,,,
829,Morphological growth of soybean (Glycine max L.) treated with soil application of humic acid under different cultivation periods,Agriculture & Forestry / Crop Science / Soybean Growth in Different Periods,,,,,,,
830,Comparison of Some Agronomic Character and yield of Triticale (X Triticosecale Wittmack) lines at Halabja and Qlyasan Regions of Kurdistan/Iraq,Agriculture & Forestry / Crop Science / Triticale Yield Comparison in Two Regions,,,,,,,
831,Comparative study and genetic diversity in Malva using srap molecular markers,Life Sciences / Genetics / SRAP-Based Diversity in Malva Species,,,,,,,
832,Delimiting species using DNA and morphological variation in some Alcea (Malvaceae) species based on SRAP markers,Life Sciences / Genetics / Species Delimitation in Alcea via DNA and Morphology,,,,,,,
833,Effect of planting distances and Humic Acid application on some vegetative growth and yield of Broad bean (Vicia faba L. var. Somar) in outdoor condition,Agriculture & Forestry / Crop Science / Broad Bean Growth with Spacing and Humic Acid,,,,,,,
834,Comparison of growth traits and yields components of five chickpeas genotypes (Cicer arietinum L.) at Bakrajo/Sulaymaniyah conditions,Agriculture & Forestry / Crop Science / Chickpea Genotype Yield Comparison,,,,,,,
835,Response of Growth and Agronomic Characters of Some Triticale and Barley Genotypes for Different Seeding Rates(extracted research),Agriculture & Forestry / Crop Science / Seeding Rate Effects on Triticale and Barley,,,,,,,
836,Response of Some Triticale and Barley Genotypes for Different Seed Rates,Agriculture & Forestry / Crop Science / Genotype Response to Seeding Rates,,,,,,,
837,Legal regulation of the formation of regions in Iraq under the constitution of the year 2005,Law / Civil Law / Constitutional Law on Region Formation in Iraq,,,,,,,
838,Legal regulation of administrative grievance in the Kurdistan Region,Law / Civil Law / Administrative Grievance Regulations in Kurdistan,,,,,,,
839,"Safety and Effectiveness of the Pfizer-BioNTech COVID-19 Vaccine among Health Staff in Sulaimani City, Iraq: A Prospective Cohort Study",Health Sciences / Public Health / Pfizer COVID-19 Vaccine Effectiveness in Health Staff,,,,,,,
840,Patients Satisfaction with Quality of Care in Public Hospitals in Sulaimani City-Iraq: A Hospital-Based Study,Health Sciences / Healthcare Management / Patient Satisfaction in Public Hospitals,,,,,,,
841,"Impact of Personal Characteristics on the First and Second Doses of Pfizer-BioNTech Vaccine-Related Side Effects among Health Staff in Sulaimani City, Iraq",Health Sciences / Public Health / Vaccine Side Effects among Health Staff,,,,,,,
842,"KNOWLEDGE, ATTITUDES, AND HESITANCY TOWARD THE COVID-19 VACCINE AMONG HEALTH STAFF IN SULAIMANI CITY, IRAQ",Health Sciences / Public Health / COVID-19 Vaccine Hesitancy among Health Workers,,,,,,,
843,Clinical Characteristics of COVID-19 in Patients: A MetaAnalysis.,Health Sciences / Medicine / Meta-Analysis of COVID-19 Clinical Characteristics,,,,,,,
844,"Knowledge, attitudes, and practices of staff and students at Sulaiman polytechnic university towards COVID-19/Iraq",Health Sciences / Public Health / COVID-19 Knowledge and Practices in a University Setting,,,,,,,
845,"Knowledge, Attitudes, Practices, and the Factors that Influence Breastfeeding among Mothers attending a Primary Health Center in Sulaimani City",Health Sciences / Public Health / Breastfeeding Practices,,,,,,,
846,Epidemiology and Risk Factors of Cancer Among Children and Adolescents in Sulaimani City: A Case-Control Study.,Health Sciences / Public Health / Pediatric Cancer Risk,,,,,,,
847,"Knowledge, attitudes and practices of waterpipe smokers in Sulaimani city/Kurdistan region of Iraq",Health Sciences / Public Health / Waterpipe Smoking Attitudes and Practices,,,,,,,
848,Epidemiological and Clinical Characteristics of Hepatitis C Viral Infections in Tertiary Centres in Sulaimani City/Kurdistan Region of Iraq,Health Sciences / Epidemiology / Hepatitis C Characteristics in Tertiary Centers,,,,,,,
849,Bacteriological Profile and Antibacterial Sensitivity Patterns of Isolates among Burn Patients in Sulaimani,Health Sciences / Medicine / Burn Wound Bacteriology and Antibiotic Sensitivity,,,,,,,
850,"Digital Transformation at Fuel Stations in Sulaymaniyah, Kurdistan Iraq-Petro-retails Experience on Adoption of Digital Payment by the Consumers.",Business & Management / Operations Management / Digital Payment Adoption at Fuel Stations,,,,,,,
851,A Critical Discourse Analysis of Chatgpt's Role in Knowledge and Power Production,Arts & Humanities / Communication Studies / Discourse Analysis of ChatGPT and Power,,,,,,,
852,"Issues, Challenges and Opportunities in Blockchain-Based Educational Paradigms: a Systematic Literature Review Protocol",Education / Educational Technology / Blockchain in Education Systems,,,,,,,
853,Counterfeit currency recognition using deep learning: A review,Computer Science / Artificial Intelligence / Deep Learning for Currency Recognition,,,,,,,
854,Image-Based Processing of Paper Currency Recognition and Fake Identification: A Review,Computer Science / Computer Vision / Image-Based Currency Identification Review,,,,,,,
855,Dual circularly polarized grooved-wall horn antenna  for E-band,Engineering / Electrical Engineering / Grooved-Wall Horn Antenna for E-Band,,,,,,,
856,PANEL DATA ANALYSIS AND MODELLING IN THE FIELD OF AGRICULTURE,Mathematics / Statistics / Panel Data Analysis in Agriculture,,,,,,,
857,Emerging trends in nano-sensors: A new frontier in food safety and quality assurance,Materials Science / Nanotechnology / Nano-Sensors for Food Safety,,,,,,,
858,Molecular diagnosis and transmission dynamic of cutaneous leishmaniasis during war crisis and displacement in Kurdistan-Iraq.,Life Sciences / Microbiology / Leishmaniasis Diagnosis during Conflict,,,,,,,
859,Effect of Anise Seeds (Pimpinella anisum) Oil Extract on Some Fertility Parameters in Albino Male Mice,Life Sciences / Pharmacology / Anise Seed Oil Effect on Male Fertility,,,,,,,
860,Thyroid Dysfunction and Risk Factors Among Adult People in Sulaimani Province/Kurdistan-Iraq,Health Sciences / Medicine / Thyroid Dysfunction Risk Assessment,,,,,,,
861,"Physico-chemical and Microbiological (Bacteria and Protozoa) Assessment of Halabja Drinking Water, Kurdistan, Iraq",Physical Sciences / Environmental Science / Water Quality in Halabja,,,,,,,
862,Determination of Antifungal Activity of Essential Oil of Mentha piperita (Mint),Life Sciences / Pharmacology / Antifungal Properties of Mint Oil,,,,,,,
863,Current potential options for COVID-19 treatment in Iraq-Kurdistan region and the rest of the world: A mini-review,Health Sciences / Medicine / Review of COVID-19 Treatment Options in Iraq,,,,,,,
864,"The contamination rate of raw vegetable with pathogenic protozoa in Sulaimani city, Kurdistan-Iraq",Life Sciences / Microbiology / Protozoa Contamination in Raw Vegetables,,,,,,,
865,Bacteriological and Physico-chemical Qualities of Halabja Drinking Water,Physical Sciences / Environmental Science / Drinking Water Quality in Halabja,,,,,,,
866,The Epidemiological Characteristics of Coronavirus Disease (COVID-19) in Halabja Province/Kurdistan–Iraq,Health Sciences / Epidemiology / COVID-19 Characteristics in Halabja,,,,,,,
867,The Molecular Diagnosis Protocols of New Coronavirus (COVID-19); Specificity and Sensitivity an Overview,Health Sciences / Medicine / COVID-19 Diagnosis Protocol Overview,,,,,,,
868,"Research Article Analysis of Some Heavy Metals and Organic Acids in Ficus carica Growing Adjacent in the Serpentine Soil in Sulaimani/Kurdistan, Iraq",Physical Sciences / Chemistry / Heavy Metals and Organic Acids in Fig near Serpentine Soil,,,,,,,
869,"Molecular Identification and Antibacterial Activity of Streptomyces spp. Isolated from Sulaymaniyah Governorate Soil, Iraqi Kurdistan",Life Sciences / Microbiology / Antibacterial Streptomyces from Soil in Kurdistan,,,,,,,
870,"Analysis of Some Heavy Metals and Organic Acids in Ficus carica Growing Adjacent in the Serpentine Soil in Sulaimani/Kurdistan, Iraq",Physical Sciences / Chemistry / Heavy Metal Content in Fig near Serpentine Soil,,,,,,,
871,Analysis and Toxicity of Some Heavy Metals and Organic Acids in Ficus carica (Common Fig) in Sulaimani/Kurdistan-Iraq,Physical Sciences / Chemistry / Toxicity of Metals and Acids in Ficus carica,,,,,,,
872,LEAN MANUFACTURING IN NORTHERN IRAQ: IMPLEMENTATION AND EFFECT ON OPERATIONAL PERFORMANCE,Engineering / Industrial Engineering / Lean Manufacturing and Operations in Northern Iraq,,,,,,,
873,"Comparative Analysis of Flexiwan, OPNSense, and pfSense Cybersecurity Mechanisms in MPLS/SD-WAN Architectures",Computer Science / Cybersecurity / Flexiwan vs OPNSense vs pfSense Analysis,,,,,,,
874,Multi-layered firewall to mitigate the impact of Distributed Denial of Service on a network,Computer Science / Cybersecurity / Firewall for DDoS Mitigation,,,,,,,
875,Preventing DNS misuse for Reflection/Amplification attacks with minimal computational overhead on the Internet,Computer Science / Cybersecurity / DNS Reflection Attack Prevention Techniques,,,,,,,
876,Preventing DNS misuse for Reflection/Amplification attacks with minimal computational overhead on the Internet.,Computer Science / Cybersecurity / DNS Security with Low Overhead,,,,,,,
877,Efficient Authentication Mechanism For Defending Against Reflection-Based Attacks on Domain Name System,Computer Science / Cybersecurity / DNS Authentication for Reflection Attack Defense,,,,,,,
878,RIT Digital Institutional Repositor y,Information & Library Science / Information Management / Institutional Repository Overview,,,,,,,
879,Video QoS/QoE over IEEE802. 11n/ac: A Contemporary Survey,Computer Science / Computer Networks / Video QoS/QoE in IEEE802.11n/ac Networks,,,,,,,
880,Video QoS/QoE over IEEE802. 11n/ac: A Contemporary Survey,Computer Science / Computer Networks / QoS/QoE Survey for Wireless Video,,,,,,,
881,Water Demand Estimation in Urban Areas Based on Population Forecasting Using GIS Analysis Modeling,Environmental Studies / Environmental Policy / Urban Water Demand Forecasting with GIS,,,,,,,
882,DESIGN OF RECTANGULAR-SHAPED MICROSTRIP PATCH ANTENNAS FOR MILLIMETER WAVE BANDS,Engineering / Electrical Engineering / Rectangular Microstrip Antenna for mmWave,,,,,,,
883,Design and Simulation of Microstrip Patch Antenna for Wireless Applications,Engineering / Electrical Engineering / Patch Antenna Design for Wireless Apps,,,,,,,
884,Design and implementation of ultrasonic based distance measurement embedded system with temperature compensation,Engineering / Electrical Engineering / Ultrasonic Distance Measurement System,,,,,,,
885,Distance Measurement Using an Infrared Distance Sensor Based on Lagrange and Newton Interpolating Polynomials,Engineering / Electrical Engineering / Infrared Sensor-Based Distance Measurement,,,,,,,
886,Availability extent of human engineering elements in business organizations/An analytical study of the opinions of a sample of leaders in Badoosh Cement Factory: Availability …,Business & Management / Human Resource Management / Ergonomics in Business Leadership,,,,,,,
887,The Role of Strategic Leadership in Adopting Sustainable Marketing Strategies,Business & Management / Strategic Management / Strategic Leadership in Sustainable Marketing,,,,,,,
888,Current potential options for COVID-19 treatment in Iraq-Kurdistan region and the rest of the world: A mini-review,Health Sciences / Medicine / Review of COVID-19 Treatments in Iraq,,,,,,,
889,"NEW INTERESTING RECORDS OF THREE SPECIES FROM PEZIZACEAE AND PYRONEMATACEAE FAMILIES (PEZIZALEA, ASCOMYCOTA) TO KURDISTAN REGION – IRAQ",Life Sciences / Biology / New Pezizaceae and Pyronemataceae Species in Kurdistan,,,,,,,
890,A comparative morphological systematic study of the genus Clinopodium L. (Lamiaceae) in Iraqi Kurdistan region with three taxa which first new recorded from Iraq.,Life Sciences / Botany / Morphological Study of Clinopodium Species in Kurdistan,,,,,,,
891,ACOMPARATIVE MORPHOLOGICALSYSTEMATIC STUDY OF THE GENUS CLINOPODIUM L. (LAMIACEAE) IN IRAQI KURDISTAN REGION WITHTHREE TAXAWHICH FIRST NEW RECORDED FROM IRAQ.,Life Sciences / Botany / Morphological Study of Clinopodium,,,,,,,
892,A COMPARATIVE SYSTEMATIC STUDY OF THE GENUS SYMPHYTUM L. (BORAGINACEAE) WITH NEW FIRST RECORD OF THE SPECIES SYMPHYTUM TUBEROSUM L. FROM IRAQ.,Life Sciences / Botany / Systematic Study of Symphytum,,,,,,,
893,The Ecological Response of Medicinal Plant Watercress (Nasturtium officinale R. Br.(Brassicaceae)) to Different Sources of Water in Different Times,Life Sciences / Botany / Ecological Response of Watercress,,,,,,,
894,"ANALYSIS OF NATURALLY OCCURRING PENOLIC COMPOUNDS OF THE GENERA CLINOPODIUM L. , HYMENOCRATER FISH & C. A. MEY. AND MELISSA L.",Life Sciences / Biochemistry / Phenolic Compounds in Medicinal Plants,,,,,,,
895,"Chemotaxonomical study of the genera Brunnera (Schenk) Jonston,Choriantha H.Rirdel., Cynoglossum Mill., Solenanthus Ledeb. & Symphytum (Boiss.) L. (Boraginaceae) in Kurdistan …",Life Sciences / Botany / Chemotaxonomy of Boraginaceae,,,,,,,
896,Department of Crops Production / Technical College,Agriculture & Forestry / Crop Science / Crops Production Studies,,,,,,,
897,"Assessment of taxonomic relationship between some taxa of clinopodium, hymenocrater. and melissa of Lamiaceae in Iraqi Kurdistan Region using RAPD Marker",Life Sciences / Genetics / Taxonomic Assessment Using RAPD,,,,,,,
898,"Acomparative anatomical study of the genera Clinopodium L., Hymenocrater Fish. & Mey. and Melissa L.(Lamiaceae) in Kurdistan Region of Iraq",Life Sciences / Botany / Comparative Anatomical Study of Lamiaceae,,,,,,,
899,A systematic study of the genus Gastrocotyle Bunge.(Boraginaceae) in iraq.,Life Sciences / Botany / Systematic Study of Gastrocotyle,,,,,,,
900,Chemotaxonomical Study of Anchusa Species (Boraginaceae) in Iraq (Phenolic compounds),Life Sciences / Biochemistry / Chemotaxonomy of Anchusa,,,,,,,
901,ﺲﻨﺠﻟا عاﻮﻧﻻ ﺔﯿﻔﯿﻨﺼﺗ ﺔﯿﺋﺎﯿﻤﯿﻛ ﺔﺳارد Anchusa L.) Boraginaceae (ﻲﻓ ﺔﯿﻣﺎﻨﻟا قاﺮﻌﻟا,Life Sciences / Biochemistry / Phenolic Study of Anchusa in Iraq,,,,,,,
902,CHEMOTAXONOMICAL STUDY OF THE GENUS Fritillaria L.(Liliaceae) IN KURDISTAN REGION OF IRAQ,Life Sciences / Botany / Chemotaxonomy of Fritillaria,,,,,,,
903,The use of social media among the academic elite in the Kurdistan Region and its role in developing their political awareness,Communications & Media / Social Media Studies / Political Awareness through Social Media,,,,,,,
904,رۆڵي سۆشيال ميديا لەگەشەپێدانی هۆشياری سياسيدا,Communications & Media / Social Media Studies / Political Awareness via Social Media,,,,,,,
905,توظيف الخطاب الإعلامي في تنمية الدبلوماسية الرقمية- تغريدات تويتر أنموذجاً دراسة وصفية تحليلية,Communications & Media / Digital Media / Twitter and Digital Diplomacy,,,,,,,
906,The Effect of mobile journalism on media practice in the Kurdistan region-Iraq,Communications & Media / Journalism / Impact of Mobile Journalism in Kurdistan,,,,,,,
907,The role of social media in political awareness among youth in Sulaymaniyah Governorate,Communications & Media / Social Media Studies / Youth Political Awareness in Sulaymaniyah,,,,,,,
908,ڕۆڵی تیکتۆک لەسەر ڕەفتاری کۆمەڵایەتی گەنجان لەشاری سلێمانی,Communications & Media / Social Media Studies / TikTok and Youth Social Behavior,,,,,,,
909,دور تطبيقات الهواتف الذكية في نشر قضایا التوعية الدينية لدى الشباب في محافظة السليمانية دراسة مسحیة,Communications & Media / Media Studies / Religious Awareness via Mobile Apps,,,,,,,
910,"The Role of Investigative Television Programs in Public Awareness in The Kurdistan Region-(The issue of social peace), for example",Communications & Media / Broadcasting / Investigative TV and Social Peace Awareness,,,,,,,
911,رۆڵی رۆژنامەگەری مۆبایل لەبەرهەمهێنانی هەواڵی کەناڵە ئاسمانیە کوردییەکاندا,Communications & Media / Journalism / Mobile Journalism in Kurdish TV News,,,,,,,
912,The Graphic Design Place in Social Networking (Facebook) as a model,Architecture & Design / Industrial Design / Graphic Design on Social Media,,,,,,,
913,دور الاعلام الرقمی الکوردی فی التنمیة الاجتماعیة لدی الاسرة الکوردیة,Communications & Media / Digital Media / Social Development in Kurdish Families,,,,,,,
914,The electronic sites coverage in the Kurdish satellite channels of the Turkish affair,Communications & Media / Broadcasting / Kurdish Channels and Turkish Affairs,,,,,,,
915,دور وسائل الاتصال الحدیثة فی نشر التوعیة الصحیة الامنیة/شبکات التواصل الاجتماعی وکوفید ۱۹ نموذجا,Communications & Media / Social Media Studies / Health Awareness via Social Media during COVID-19,,,,,,,
916,دور مواقع التواصل الاجتماعي في إعطاء المعلومات نحو تشكيل حكومة اقليم كوردستان,Communications & Media / Social Media Studies / Political Information via Social Media in Kurdistan,,,,,,,
917,دور وسائل التواصل الاجتماعي في حریة التعبیر عن الرأي نحو القصایا السیاسیة لدی النخبة الثقافیة,Communications & Media / Social Media Studies / Political Expression Among Cultural Elites,,,,,,,
918,رۆڵی سۆشیال میدیا لەبەبازارکردنی گەشتیاری لای مامۆستایانی بنەرەت لەپارێزگای سلێمانی,Communications & Media / Social Media Studies / Tourism Promotion via Social Media in Sulaymaniyah,,,,,,,
919,التسویق السیاسي عبر مواقع التواصل الاجتماعي,Communications & Media / Social Media Studies / Political Marketing via Social Media,,,,,,,
920,دور الاعلام الالکترونی الکوردی فی ترتیب اولویات الشباب نحو التعدیلات الدستوریة,Communications & Media / Digital Media / Youth Prioritization on Constitutional Amendments,,,,,,,
921,پەیوەندی ژنانی کورد بەوێنەی سێلفی لەسەر تۆرەکانی بەیەکگەیشتنی کۆمەڵایەتی,Communications & Media / Social Media Studies / Kurdish Women and Selfie Culture,,,,,,,
922,روماڵی شەری داعش لەمیدیای ئەلیکترۆنی کوردیدا,Communications & Media / Digital Media / ISIS Conflict in Kurdish Digital Media,,,,,,,
923,تأثیر الوسائل الاعلامیة التفاعلیة في تشکیل اتجاهات النخبة الاکادیمیة نحو الخلافات بین الحکومة الاتحادیة وحکومة اقلیم کوردستان,Communications & Media / Digital Media / Federal-Kurdistan Conflict in Academic Discourse,,,,,,,
924,التعرض للدراما التلفزيونية الأجنبية المدبلجة على شبکة (youtube) لدى الشباب الجامعي دراسة مسحية,Communications & Media / Social Media Studies / Impact of Dubbed Drama on Youth via YouTube,,,,,,,
925,"Nanotechnology-Based Herbal Medicine: Preparation, Synthesis, and Applications in Food and Medicine",Materials Science / Nanotechnology / Nanotechnology in Herbal Medicine,,,,,,,
926,"Bioactivities, Medicinal Properties, and Advanced Extraction Techniques of Tarragon (Artemisia dracunculus): A Comprehensive Review",Life Sciences / Pharmacology / Medicinal Properties of Tarragon,,,,,,,
927,Journal of Agriculture and Food Research,Agriculture & Forestry / Crop Science / Agricultural and Food Research,,,,,,,
928,Emerging trends in nano-sensors: A new frontier in food safety and quality assurance,Materials Science / Nanotechnology / Nano-Sensors in Food Safety,,,,,,,
929,Application of nanoparticles in human nutrition: a review,Life Sciences / Nutrition / Nanoparticles in Human Nutrition,,,,,,,
930,"Application of Nanoparticles in Human Nutrition: A Review. Nutrients 2024, 16, 636",Life Sciences / Nutrition / Nutritional Role of Nanoparticles,,,,,,,
931,Response of Wonderful Pomegranate Cutting to Foliar Application of Humic Acid and Different Growth Medium,Agriculture & Forestry / Crop Science / Pomegranate Response to Humic Acid,,,,,,,
932,The Effects of Mature and Immature Chicken Manure in the Growth and Yield of Lettuce Plant (Lactuca sativa L.),Agriculture & Forestry / Crop Science / Chicken Manure Effects on Lettuce Growth,,,,,,,
933,اثر ابعاد الاحتراق الوظيفى في مستوى اداء العاملين,Business & Management / Human Resource Management / Job Burnout and Employee Performance,,,,,,,
934,اثر ابعاد ادارة الموارد البشرية الخضراء في تعزيز سمعة المنظمة,Business & Management / Human Resource Management / Green HRM and Organizational Reputation,,,,,,,
935,"The Effect of e-WOM , Perceived Value , Trust on Online Consumer Behavioral Intention : Perspective of Consumer from Pakistan",Business & Management / Marketing / e-WOM and Online Consumer Behavior,,,,,,,
936,دور خفة الحركة الاستراتيجية في مربع التسويق الذهبي,Business & Management / Strategic Management / Strategic Agility in Golden Marketing Mix,,,,,,,
937,The effect of service marketing mix elements and customer retention towards clothing store brands in China,Business & Management / Marketing / Service Mix and Brand Retention in China,,,,,,,
938,دور الثقة التنظيمية في تقليل مظاهر الصمت التنظيمي,Business & Management / Organizational Behavior / Organizational Trust and Silence,,,,,,,
939,أثر الأنماط القيادية في الإبداع المنظمي دراسة ميدانية في مصارف القطاع الخاص لإقليم كوردستان,Business & Management / Organizational Behavior / Leadership Styles and Innovation in Banks,,,,,,,
940,التدريب و اثره في التمكين الاداري,Business & Management / Human Resource Management / Training and Administrative Empowerment,,,,,,,
941,اثر أبعاد الثقافة التنظيمية في عملية صنع القرار الاداري,Business & Management / Organizational Behavior / Organizational Culture and Decision Making,,,,,,,
942,Disciplinary responsibility of the volunteer for the professional errors–an analytical study,Law / Civil Law / Volunteer Responsibility for Professional Errors,,,,,,,
943,خصوصية قواعد إجراءات الدعوى أمام محكمة القضاء الإداري دراسة تحليلية - مقارنة,Law / Administrative Law / Administrative Court Procedures,,,,,,,
944,خصوصية الإثبات في الدعوى الإدارية دراسة تحليلية–مقارنة,Law / Administrative Law / Evidence in Administrative Lawsuits,,,,,,,
945,Dimensions of service quality and their effects on achieving competitive advantage: An exploratory study of banking organizations in Sulaimaniyah city-Iraq,Business & Management / Marketing / Service Quality and Competitive Advantage in Banking,,,,,,,
946,Factors Effective on Customer Loyalty in the Mobile Telecommunications Industry: A Comparative Study of Iran and Iraq,Business & Management / Marketing / Customer Loyalty in Telecommunications,,,,,,,
947,Maxillary Ameloblastic Fibroma: Two Case Reports of a Rare Tumor,Health Sciences / Dentistry / Maxillary Ameloblastic Fibroma,,,,,,,
948,Case Report Maxillary Ameloblastic Fibroma: Two Case Reports of a Rare Tumor,Health Sciences / Dentistry / Case Study on Ameloblastic Fibroma,,,,,,,
949,Inflammatory odontogenic cysts,Health Sciences / Dentistry / Inflammatory Odontogenic Cysts,,,,,,,
950,Odontogenic keratocyst,Health Sciences / Dentistry / Odontogenic Keratocyst,,,,,,,
951,Inflammatory odontogenic cysts,Health Sciences / Dentistry / Inflammatory Odontogenic Lesions,,,,,,,
952,Histological and Biochemical Evaluation of the E_ect of Desloratadine Drug in Parotid Gland Tissues.,Health Sciences / Medicine / Effects of Desloratadine on Parotid Glands,,,,,,,
953,Food and risk of oral cancer,Health Sciences / Nutrition / Dietary Risk Factors for Oral Cancer,,,,,,,
954,Food and Risk of Oral Cancer (Review),Health Sciences / Nutrition / Nutrition and Oral Cancer Risk,,,,,,,
955,Melanotic Neuroectodermal Tumor of Infant: Two Case Reports from Sulaimani,Health Sciences / Medicine / Case Reports on Melanotic Neuroectodermal Tumor,,,,,,,
956,Student’s pocket-atlas Glance on human dental tissue’s structures in ground sections,Health Sciences / Dentistry / Dental Tissue Structure Atlas,,,,,,,
957,Oral Hemangiopericytoma: Literature Review and Two Cases from Sulaimani.(An Analytic Study).,Health Sciences / Dentistry / Oral Hemangiopericytoma Case Review,,,,,,,
958,Two Cases of Unusual Clinical Features of Keratoacanthoma,Health Sciences / Medicine / Keratoacanthoma with Unusual Features,,,,,,,
959,A description of Treacher Collins Syndrome in a Yemeni child. A case report,Health Sciences / Medicine / Treacher Collins Syndrome Case Study,,,,,,,
960,Focal epithelial hyperplasia in Yemeni families: Three case reports.,Health Sciences / Dentistry / Focal Epithelial Hyperplasia Case Reports,,,,,,,
961,Interpretation of ground section of human dentine tissue.,Health Sciences / Dentistry / Dentine Tissue Interpretation,,,,,,,
962,Histological study of human dental enamel (ground sections),Health Sciences / Dentistry / Histology of Dental Enamel,,,,,,,
963,The prevalence of cervical abrasion related to mechanical tooth brushing in different age groups.,Health Sciences / Dentistry / Cervical Abrasion from Tooth Brushing,,,,,,,
964,Prevalence & intraoral distribution of hypersensitive teeth. J of College of Dentistry. 2002:14; 65-69.,Health Sciences / Dentistry / Tooth Hypersensitivity Distribution,,,,,,,
965,Biocompatibility of Iraqi zinc phosphate cement,Health Sciences / Dentistry / Biocompatibility of Dental Cement,,,,,,,
966,Tooth root exposure & cervical abrasion in different age groups,Health Sciences / Dentistry / Tooth Root Exposure and Abrasion,,,,,,,
967,Tikrit Journal for Dental Sciences,Health Sciences / Dentistry / Dental Sciences Publication,,,,,,,
968,The role of electronic advertising on Consumer purchasing Behavior: A case of Celebrity ads on Snapchat,Business & Management / Marketing / Celebrity Ads and Online Consumer Behavior,,,,,,,
969,"رێکارە کارگێڕییەکان و سیاسەتی بەریتانیا لە دەرکردنی رۆژنامەی تێگەیشتنی راستی-دا ١٩١٧-١٩١٩، Administrative Procedures and British Policy in the Publication of the Newspaper of …",Arts & Humanities / History / British Media Policy in 1917–1919,,,,,,,
970,"سیاسەتڕێژی میدیایی لە هەرێمی کوردستان ، Media Policy in Kurdistan region",Communications & Media / Media Policy / Media Policy in Kurdistan,,,,,,,
971,نحوة مذاکرة هویت تازهمسلمانان در ایران (با تأکید بر نقش اسلام),Social Sciences / Sociology / Muslim Identity and Islam’s Role in Iran,,,,,,,
